aoi,mangrove_ha,pond_ha,remnant_inside_pond_ha,mangrove_within_30m_of_pond_ha,remnant_pct_of_pond_area
Chakaria_bbox,1102.1,15207.42,90.14,65.36,0.5927369665597452
