mangrove_ha,pond_ha,mangrove_adj_pond_15m_ha,mangrove_adj_pond_45m_ha,mangrove_within_150m_of_pond_ha,mangrove_in_pond_matrix_30pct_ha,has_remnant_in_aquaculture,aoi
451481.08499999996,215808.4575,99.17999999999999,284.445,860.7375,283.59,True,Bangladesh_national_2022
1282.5674999999999,192.95999999999998,4.455,13.1175,38.902499999999996,9.0,True,Chakaria_Clark_2022
